answer_id,answer_body,answer_vote,question_id
8383096,"
The issue is in ""Sort"": 
First you sort an array, then you Delete it (resulting arr1 is a null-Pointer) 
the same thing you do with arr2. 
When you start to merge it, you already have deleted the data and released the memory
A solution could be, to move the ""delete""-statements below the Merge-call: 
This way you dont loose your data. 
Because you create your Array with a ""new"" - statement, you should not try to leave the ""delete""'s away. 
Hope this solves your Problem
",0,8382997
8383108,"
Right now, the arguments to to Merge is arrays of pointers, but it's enough to pass them as ordinary arrays:
It would also have worked to pass them as pointers:
Personally I think the first alternative might be better, from a readability point of view.
In sort, just pass the arrays without the &:
Also, you have another problem, which is really serious: You delete arr1 and arr2 before passing them to the Merge function! This means that Merge will access unallocated memory, which is very bad.
",0,8382997
8373147,"
@Kerrek's answer involving lambdas is better. But, if you must avoid C++11 features, then replace your sort function with a functor. Allow that functor to store a reference to whatever data is required, as so:
",2,8372918
8372978,"
With lambdas:
With std::bind:
",9,8372918
8373096,"
=== UPDATED ===
Here is a workaround without using C++11 features:
I omitted range checking for the sake of simplicity.
Output:
",0,8372918
8340734,"
Make it part of Comparator:
",3,8340641
8340732,"
Why not simply save the referencePoint or rather the integer value inside Point as a member inside your Comparator, that way you always access it in the comparator function.
",1,8340641
8340739,"
Avoid global variables. That is start of writing multi-threaded code.
Use local variables instead:
Or simpy this,
where Comparator is a functor defined as:
You're done!
Notice the implementation of operator(). This makes the class a functor.
",1,8340641
8341443,"
You can simply store this variable, either in a destructured or structured manner.
And then use it as:
I would advise not using a list if you need sorting through. list are not good at it...
",0,8340641
8333382,"
Generally, you want a custom comparator to sort with.
If you can't just use a single custom operator, you can use a stable sort.
As pointed out by Mark, std::sort is not a stable sort.  Instead you would need to use std::stable_sort.
You want to sort them independently in order of increasing importance.  So, you sort by numbers and then by the string.
You would prefer the first obviously, but the latter can come in handy for keeping combinatorial and/or run-time configurable algorithms simplistic.
For reference:
cplusplus.com C++ : Reference : STL Algorithms : stable_sort
cplusplus.com C++ : Reference : STL Algorithms : sort
",2,8333337
